MOF_id,MOF_name,VSA_Score,TSA_Score,CO2_VSA_capacity,CO2_TSA_capacity,CO2N2_actual_selectivity,PE_VSA_parasitic_energy,CO2_TSA_regen_heat,N2_ads_0.75bar,VSA_Rank,TSA_Rank
59,AGUVOO_charged,22.901240096248593,23.126214423349335,0.46729860630000003,0.4346378844,11.1,17.179,172.19,0.2252,143,142
194,AWAGEL_clean,22.88986285522885,23.035465505042943,0.46189232280000003,0.4261929267,11.2,17.001,174.23,0.22,144,144
173,AVELOD_clean,22.617756169397257,22.819543314402637,0.5087623579999999,0.4667969862,9.6,17.696,160.62,0.2821,145,145
228,BAMKOS_clean,22.55013220596892,22.74277486211292,0.4187410165,0.3906835381,11.7,16.972,189.31,0.1908,146,146
98,AMUWIP_charged,22.525362081006676,22.63665017341689,0.5172990687,0.46942404449999997,9.3,17.869,159.55,0.2984,147,147
119,AQEQES_clean,22.478599605801595,22.588152265645927,0.501403923,0.45545242030000005,9.6,17.634,163.33,0.2804,148,148
218,AZIVAI_clean,22.179855437813007,22.06794253344934,0.5785886119,0.5113043196,7.5,18.739,145.22,0.4117,149,151
203,AXIMUP_clean,22.111261603571272,22.24088585475052,0.5197958871999999,0.4699784684999999,8.7,18.189,158.98,0.3204,150,149
60,AHEQAH_clean,22.005272154887525,22.087617615564376,0.5184691753999999,0.46610080489999994,8.6,18.179,159.46,0.324,151,150
198,AWEDOW_charged,21.702660578639442,21.83024237647023,0.37302965779999997,0.34473445999999996,11.2,17.115,211.19,0.1773,152,152
227,BAMKIM_clean,21.664910304629576,21.826392483953168,0.3745273161,0.3475539054,11.1,17.13,209.46,0.1796,153,153
222,BAKGIF_manual,21.607442248438673,21.73321922732521,0.4131045691,0.3768195023,10.2,17.296,193.18,0.2157,154,154
63,AJIGIL_clean,21.603315151133973,21.713840475683437,0.3323099156,0.310548153,11.9,17.016,232.83,0.1502,155,155
14,ACOLOV_clean,21.45605543342908,21.565714643411678,0.47386011040000003,0.42594517070000004,8.8,18.005,172.51,0.2882,156,156
141,ASECUY_clean,21.41014816179864,21.495522526302494,0.35272230060000004,0.324279511,11.1,17.031,221.97,0.1702,157,158
69,ALAMUW_clean,21.378621016859974,21.54836329545727,0.4778761937,0.43158308840000004,8.7,18.396,172.15,0.2989,158,157
205,AXIPEE01_clean,21.248831920352067,21.30293819468024,0.3425406036,0.3134201022,11.0,17.002,228.45,0.1666,159,160
88,ALULID_clean,21.198910554890265,21.328659651680418,0.4413026269,0.397828239,9.1,17.872,183.54,0.2605,160,159
68,ALAHUS_clean,21.01121161481568,21.119788459731453,0.34834075519999996,0.3194771298,10.5,17.276,224.86,0.1776,161,162
156,ATAFIK_clean,20.99579015400148,21.128270544146226,0.4305732744,0.3877811928,9.0,17.837,187.38,0.2552,162,161
145,ASINIB_clean,20.800994900340015,20.98376742447854,0.45359897169999996,0.4081537835,8.4,18.402,179.76,0.2909,163,163
251,BEPPIX_clean,20.77964980264902,20.781933126581702,0.2884768176,0.2648870425,11.1,17.136,267.71,0.139,164,166
144,ASINEX_clean,20.737955654839205,20.93566786430004,0.449724182,0.4051714292,8.4,18.39,180.7,0.2892,165,164
105,ANONAT_manual,20.726118237325668,20.88857512756362,0.45957618349999996,0.4117625833,8.2,18.41,177.39,0.3015,166,165
252,BEPPOD_clean,20.664396121979443,20.731963803535717,0.294923285,0.2729459823,10.8,17.297,260.6,0.1462,167,168
161,ATEZAC_clean,20.636675326016736,20.750664428062034,0.4647113817,0.4133670914,8.0,18.517,176.62,0.3114,168,167
220,BADYAJ_clean,20.430989428419494,20.578026043694457,0.3745711365,0.33877664830000004,9.2,17.843,212.38,0.2181,169,169
176,AVEQID_clean,20.045551894196066,20.137940037273513,0.4565543729,0.4017556634,7.5,18.786,179.97,0.3267,170,170
76,ALOLIX_charged,19.72887757085171,19.87887383658568,0.3668748801,0.328018932,8.4,18.255,217.92,0.2334,171,171
10,ACIBOE_clean,19.685630234182263,19.871960146236926,0.3614430513,0.3252994445,8.4,18.209,219.5,0.2288,172,172
167,ATOWIQ_clean,19.662980956034062,19.828223690186363,0.3846207911,0.3427411715,8.1,18.433,208.94,0.2545,173,173
73,ALIXOJ_clean,19.287746326212318,19.482305148746978,0.3306246225,0.2984686081,8.3,18.375,237.99,0.2125,174,174
53,AGARUW_clean,19.280544906147608,19.114294054379748,0.1981581497,0.1783457453,9.5,17.603,384.41,0.112,175,178
34,ADUWON_clean,19.196703412545553,19.286105194258496,0.45552814909999995,0.3954609372,6.7,19.481,181.88,0.3635,176,176
168,ATOWOW_clean,19.12119260549113,19.306069202026162,0.35895724749999997,0.31927289699999994,7.8,18.601,222.42,0.2463,177,175
3,ABETIN_clean,18.96480371445559,19.160227065346554,0.4143380113,0.3640318877,7.0,19.285,197.1,0.3157,178,177
121,AQIXUV_clean,18.916822991224468,18.927536896686746,0.2349304924,0.2129149475,8.7,18.214,326.21,0.1445,179,179
212,AYOXUJ_clean,18.870120087727155,18.674124728909437,0.1662390815,0.1519158581,9.0,18.047,449.14,0.0985,180,182
